SMILES sequence,Binding Affinity
COC(c1cnccc1C)C(C)(C)O,-18.332325973037225
CN1CCCc2cccc(CCC=O)c21,-18.217967218101407
Nc1nc2n(n1)C(=O)CS2,-25.2536104882513
CN1CC(=O)NC(=O)C1CC(N)=O,-22.00360479159316
CCCC(NCC)c1cnccc1C,-19.812323468238137
C#CC(O)CCOCc1ccccc1,-15.272095483051375
C#CCN(CC=O)Cc1ccccc1,-16.62237656352484
CCC(CSC)Nc1ncccc1C#N,-21.607180065448585
CCC(N)c1ncccn1,-22.44854693807753
OCC(O)c1ncccn1,-20.34705063375462
CCON(CC)C(=N)c1ccccc1,-19.730414654212385
N#CC(C#N)c1cncnc1,-21.266337647207273
O=C(COc1ccccc1)N1CCNCC1,-20.381072381911398
NN1C(=O)C=CC1=O,-18.784564575062532
CC(N)C1CCN(C#N)C1,-22.410965735835607
N#Cc1ccccc1C1CNCCO1,-20.080083127819645
CCNCCNc1ccncc1C#N,-23.197189512200943
COC(=O)CCNC(=O)Nc1ccccc1,-19.358107736288776
COCCc1cc(C)ccn1,-18.556805901811394
CCNC(=O)NCc1cc(C)ccn1,-21.830972564826908
Oc1nnc(Cc2ccsc2)o1,-23.367257696749693
O=C(NCCc1ccncc1)C1CCCCC1,-19.505971149410293
N#Cc1cc(-c2nnco2)ccn1,-24.798085063966553
CCC(CC(=O)O)Nc1ncccc1C#N,-20.740260550563367
CSCCSC(C)c1ccccc1,-17.35811670882986
COCC(CO)Nc1ccc(C#N)cn1,-21.38018252680727
OCc1ccncc1N1CCCOCC1,-21.084737825757557
CCCSCCNc1ccc(C#N)cn1,-21.607180065448585
CSCC(=O)c1cnccc1C,-18.423271603797307
CCc1ccccc1S(N)(=O)=O,-19.14167670013724
CC(CO)Nc1ncccn1,-22.55075545333311
CC(=O)NC1CCC(=O)N(C)C1=O,-19.98272621548145
OC1CCN(CC2CCC=CCC2)CC1,-18.27952178260034
NCC(O)(c1ccncc1)C1CCCCC1,-20.271750793130384
N#Cc1cccnc1N,-20.431673900290903
COC(=O)c1ccccc1,-15.666098522839905
CC(CN)C(=O)N(C)Cc1ccccc1,-19.44121276472132
CN(c1ncccc1C#N)C(CO)CO,-21.38018252680727
C=C(C)CCNC(C)c1cnccc1C,-19.059221155961975
CCNc1cc(C(=N)N)ccn1,-23.893792445340715
COC(C)C(C)NCc1cc(C)ccn1,-19.777626252301907
CNCCNC(=O)Nc1ccccc1,-21.830972564826908
CCOC(=O)CCNC(=O)c1ccccc1,-17.241613958773684
CCCCN(C)c1ccncc1C#N,-21.112567468486976
CCOCc1ncc(N)c(O)n1,-22.654593236317005
OC1CCN(c2cccs2)CC1,-20.4992945506717
C#Cc1ccc(NCC)nc1,-19.124469221488475
NC(=O)c1ccccc1,-17.411103315518144
CCCNC(=O)c1cccc(NCC)n1,-21.58957827603754
CC(=O)Nc1cnoc1C,-20.34705063375462
CC(C)(N)CNc1ccncn1,-24.517051537131447
CC(C)OCC(N)(CO)c1ccccc1,-17.995316482844466
CNCC(=Cc1cnccc1C)C(C)C,-19.059221155961975
CC=CCNc1ncccc1C#N,-20.60484499800942
CCNCc1ccc(NCC)nc1,-22.283391870574867
N#Cc1nc(N)ncc1N,-24.590415363796332
C#CCONCc1ccncn1,-21.217313846782943
CC(CO)Nc1ncc(N)cn1,-24.612197541680644
CC(C)N(C#N)Cc1ccccc1,-19.175353779887324
NCCNc1ncccn1,-24.405682046586982
CC(=O)Nc1ccoc1C,-18.421787259046297
CSSCCNC(C)c1cnccc1C,-21.058878817851287
NC1=NC(=O)NC12CNC2,-25.08558534247983
CN(CC=O)c1ncccn1,-21.800009426337855
N#Cc1ccc(-c2ccccc2)cn1,-20.38452633420639
CCN(CCC#N)C(=O)Nc1ccccc1,-20.485755877008536
COc1ncnc(S)c1N,-22.706008619957387
CC(C)C(c1ccccc1)C(C)N,-18.034468448644127
CN(Cc1ccccc1)c1ccccn1,-21.485265430401892
Cc1ccsc1C1(O)CCCCC1=O,-17.81321557836716
Cc1cn(CC(N)=O)ccc1=O,-19.962647967712865
CCCNC(=O)Nc1ccc(C#N)cn1,-22.730463607280736
O=C(O)C1CCCN(Cc2ccsc2)C1,-19.704250933993443
NC1CC(=O)C1,-18.326670570083234
C=C(C)CNC(C)COc1ccccc1,-17.276911386504537
CNC(=O)CNc1cc(C)ccn1,-21.946509186140084
N#Cc1ccc(C2COCCN2)cc1,-20.080083127819645
CC(C)CC(N)c1ncccn1,-22.46430122721862
N#Cc1cnccc1NCC(=O)O,-20.60390660430103
CCOCc1ncc(N)cn1,-22.55075545333311
Cc1ccnc(CNC(=S)NN)c1,-24.432954107547374
O=C(CCNCCO)c1ccccc1,-17.868425550252123
NC(Cc1cccnc1)c1ccccc1,-21.485265430401892
CCCCCCN(CCN)Cc1ccccc1,-17.993453588916054
CCOC(=O)C(N)c1cc(C)ccn1,-19.95304759396609
CC(C)CNc1ncc(N)cn1,-24.517051537131447
CCCC(C#N)C(=O)Nc1ccccc1,-18.577155386753375
C=C(C)CC(NCC)c1cc(C)ccn1,-19.059221155961975
CCC(C)(CNc1cc(C)ccn1)OC,-19.777626252301907
C=CCOc1ncccc1C#N,-18.49349684437768
C=CC(C)Nc1ncccn1,-21.83235035699318
CCCC(N)CC(C)c1ccccc1,-17.632086223120794
C=CCC(N)C(=O)c1cnccc1C,-19.234642497626158
N#Cc1cc(CCN)no1,-21.53797304522244
CCNc1cccc(CN(C)CC)n1,-21.97662484645492
Cc1ccnc(OCCN)c1,-20.561748611022537
CC(=O)c1ccc2c(c1)CCCN2C,-18.507169107592475
NNCc1ccc(S(N)(=O)=O)cc1,-23.20969076542423
COC(=O)c1ccc(C(N)CSC)cc1,-18.363038147213732
N#Cc1cc(CCN)on1,-21.53797304522244
CCON(C)C(CC#N)c1ccccc1,-19.041055809538477
c1cc(CC2CCCCC2)ccn1,-18.943652546439864
NNC(COCc1ccccc1)c1cccnc1,-23.01436968626908
C=C(CC)CC(N)c1cnccc1C,-19.444038246856426
CC(N)C(O)Cc1ccncn1,-22.591318965568938
CC(O)(C(=N)N)c1cncnc1,-23.92519498228765
NN1C(=O)CSCC1=O,-20.418544265163597
CC(C)(C#N)CNc1ncccc1C#N,-22.012058510940804
CCC(CC)COc1ccncc1C#N,-19.041055809538477
NCC(OCc1ccccc1)c1ccncc1,-21.229997595761795
NCCNC(=O)c1ccncn1,-23.92519498228765
O=C(NCCc1ccncc1)Nc1nncs1,-28.379229281660294
NCCNCCCOCc1ccccc1,-19.777626252301907
NCCN(Cc1cccnc1)C1CCCCC1,-21.369720536039296
CC(C)(CO)Cc1ncccn1,-20.554504522556662
CC(=O)Nc1nc(C)ns1,-22.706008619957387
O=C(NCc1ccncc1)NC1CCCCC1,-21.734015995229328
CN(CCNC1CCCCC1)Cc1cccnc1,-20.607330442716254
CC(C)(C)NCC(=O)Cc1ccccc1,-17.276911386504537
N#CCc1cc(CN2CCCCC2)cs1,-20.815963207812644
CCCNC(C(=O)O)c1cnccc1C,-19.759460905878406
N#Cc1ccc(CCN)cc1,-19.124469221488475
N#Cc1cncc(C#CCCCN)c1,-19.993536220110013
CCC(c1ccccc1)S(N)(=O)=O,-19.15199774630025
CC(C)SCCNc1ccc(C#N)cn1,-21.607180065448585
N#CC(NC1CCCCC1)c1ccncc1,-21.46091292192947
CC(CO)SCc1cncc(C#N)c1,-19.843162448172617
NN1C(=O)C2CCCC2C1=O,-21.289459507617078
Cc1ccsc1C1(O)CCCNC1,-20.366192794729642
CC(CO)Sc1ncc(N)cn1,-23.10422371471202
CNC(CSc1ccccn1)c1ccccc1,-21.679628074156813
CCOC(CN)CCN(C)Cc1ccccc1,-18.630419068084414
CC(CCC(N)=S)OCc1ccccc1,-18.076661739857776
CCC(NC(=O)c1ccccc1)C(C)C,-17.276911386504537
CC(Cc1ccccn1)NCc1ccccc1,-20.816134253201326
CN1CCCN(CC(N)=O)S1(=O)=O,-23.79489945811884
CCCCC(O)c1cncnc1,-20.554504522556662
N#Cc1ccccc1N1CCCOCC1,-19.93430404043366
Cc1cscc1C1(O)CCNC1,-20.4992945506717
CC#CCNCC(C)Oc1ccccc1,-16.908626165122826
Cc1cscc1-c1nccc(O)n1,-22.850404049379556
Cc1ccnc(N(C)CC(N)=O)c1,-21.946509186140084
CCCCCSCc1cncc(C#N)c1,-19.490686287933492
COCC(=O)c1ccncn1,-19.778661653371955
CCNCCN(C)CCCOCc1ccccc1,-17.868028974761383
COCCNC(=N)c1cnccc1C,-21.830972564826908
CCC(=O)NCc1ncccn1,-21.936188139977073
Cc1ccncc1CNCC(C)N(C)C,-21.544000154858782
N#CNC(=O)c1cncnc1,-21.984742743547205
CCC(C)CNCCN(C)Cc1ccccc1,-17.993453588916054
CC(N)Cc1ccccc1S(N)(=O)=O,-21.121083168701038
CC#CCCC(NC)c1cnccc1C,-18.72280766838139
CNC(=O)Nc1ccccc1C(=O)OC,-19.48632168904588
CC(=O)NCC(=O)Nc1cnccc1C,-21.38018252680727
COC(=O)c1ccccc1OCC(C)O,-16.05141856485845
CCC(O)(CC)C(=O)c1cnccc1C,-17.627031261462754
Nc1cncnc1NCC(=O)O,-23.892854051632323
CSc1ncnc(S)c1N,-23.155639098352406
Cc1ccncc1C(=O)OCC#N,-18.64677149579158
CCC(CC)=C1CCC(N)C1,-18.76049218260086
Cc1ccnc(NCCCC(N)=O)c1,-21.830972564826908
CC(=O)NC1(C)CC=CC1,-18.448418721260822
NC1CCCC1,-19.49221833334735
COC(=O)CNCc1cncc(C#N)c1,-20.820666902618783
Cc1ccnc(CNCCSC(C)C)c1,-20.227256730696922
CCOCCNc1ccncn1,-22.591318965568938
C=CCCCC(O)CCNCc1ccccc1,-16.225319403690435
NCCC(c1ccccc1)c1ccccn1,-21.213628675539702
CC(Sc1ncccn1)C(=O)O,-20.37993751545256
CC(C)CNC(=O)c1ncccc1C#N,-20.66177743046734
Nc1nsc2ncsc12,-25.659450029654543
NC(c1ccsc1)C1(O)CCNCC1,-22.239663015727043
O=C(NCCc1ccncc1)NC1CCOC1,-22.179751071590935
CCCNC(=N)c1ncccn1,-23.893792445340715
CNC(C)C(=O)OCc1ccccc1,-17.868425550252123
CCNc1cc(CSC(C)CC)ccn1,-20.227256730696922
CC(=O)Nc1ccnc(C)c1,-19.842874317828404
CCNc1cccc(C(=N)N)n1,-23.893792445340715
CC(CN)Cc1cccc2c1N(C)CCC2,-19.76227224916652
Cc1ccncc1CN(C)C(C)CN,-21.97662484645492
CN1c2ccccc2CCC1CN,-21.06014632395496
CN(C)CCNc1ncccc1C#N,-23.197189512200943
Nc1onc2c1COC2,-21.587214976152875
N#Cc1ccc(NCC=CC(=O)O)nc1,-20.19740781082805
N#Cc1ccc(C2CNCCOC2)cn1,-22.034861951048175
C=C(C)CC=C1CC(N)C1,-18.385144450512758
COC(CCCN)c1ccccc1,-18.320844856000086
N#Cc1ccc(N2CCC3CC32)cn1,-22.819384595774515
CC(C)(C)CNCc1ccc(C#N)cn1,-20.87117317969761
N#Cc1ccccc1CN1CCOCC1,-19.93430404043366
CON(C)c1ncc(N)cn1,-24.523826428743117
CN1CCCc2cc(C=CCN)ccc21,-20.016212854459408
CCNC(Cc1cccnc1)C1CCCCC1,-19.07793222261799
CNC(=O)CC(C)Nc1cnccc1C,-21.58957827603754
CCC(C)NC(=O)N(C)c1ccccc1,-19.44121276472132
O=C(NCCN1CCC1)NC1CCCCC1,-22.145257381364956
CC(=O)Nc1nnnn1C,-26.218925156137153
OC1CNC(Cc2ccsc2)C1,-20.4992945506717
CC(=O)Nc1cscc1C,-18.871417737441316
CCOC(=O)CC(C)(C)c1ccccc1,-15.478665750146538
CN1CCC(CCCN)c2ccccc21,-20.320754608238868
COC(=O)c1ccccc1C(CO)OC,-16.05141856485845
CCNc1cccc(SCCOC)n1,-20.898450228947333
CN1CCN(CC(N)=O)CCC1=O,-22.467974411232454
CCNc1ncccc1CSCC(C)C,-20.227256730696922
CC(Nc1ccccn1)C1CCCCC1,-20.320754608238868
C#CC(CC)NCc1cnccc1C,-19.012009557872453
O=C(COc1ccncc1)Nc1ccccc1,-21.148088781736046
CC(CN)Cc1cncnc1,-22.519352916386175
CC(C(=O)O)c1ccncc1C#N,-18.64677149579158
NC1CC(=O)NC1=O,-19.790284472466816
Cc1ccncc1NC(=O)C=CC(=O)O,-18.89493433105627
COCCCCNCc1cnccc1C,-19.777626252301907
OC(CNCc1ccccc1)Cc1ccccn1,-20.8022607073506
NC1Cn2ccnc2C1=O,-23.08635210170949
CCN(CC(C)C)c1ncccc1C#N,-20.87117317969761
C=C(CC)CC(=O)c1cc(C)ccn1,-17.15002045391219
CN1CCCc2ccc(C(N)=O)cc21,-20.607727018206994
CCC(C)(CC)C(NN)c1ccccc1,-19.331891175940303
CCC(C)(C)NC(=O)c1ccccc1,-17.613920876697293
CSCC(C)C(O)c1cnccc1C,-18.781956451432244
CCSc1cccc(S(N)(=O)=O)c1,-19.696774229244465
NC1CCC(=O)OC1=O,-18.09145801276195
Cc1ccncc1OCCCC(=O)NN,-21.8759546833935
CCOC(=O)Nc1ccc(C#N)cn1,-20.775215587198012
CNCc1ccc(S(N)(=O)=O)cc1,-21.18881218931252
N#Cc1cccnc1NC(CN)CN,-25.265875689014337
c1ccc(OCCNCc2ccncc2)cc1,-21.229997595761795
CC(CCN)NC(C)c1ccccc1,-19.812323468238137
Cc1ccncc1CNC(C)CC(C)O,-19.777626252301907
CCNC1(C#N)CSC1,-20.738199996883267
NS(=O)(=O)c1ccccc1SCCO,-19.803870547684987
Cc1ccnc(C(C)NC(C)(C)C)c1,-19.812323468238137
CCNc1cccc(N(CC)OC)n1,-22.29487298761201
COC(C)C(=O)Nc1cnccc1C,-19.95304759396609
CCOCCNC(=O)CCNCc1ccccc1,-18.423554836758193
N#Cc1cc(N2CCCO2)ccn1,-22.104947256940576
CCC(C#N)Sc1ncccn1,-21.666944325177962
N#Cc1ccc(C(=O)NCCON)nc1,-22.857481345631058
CCC(C)NCc1ccccc1,-18.310993006691255
CCON(CC)c1ncccc1C#N,-21.303328674439555
C=C(C#N)C(=O)OCc1ccccc1,-16.094263476283295
CCOC(C)C(=O)Nc1cc(C)ccn1,-19.759460905878406
N#Cc1cnccc1OCC(N)CO,-21.430346412789874
CC(C#N)=Cc1cc(C)ccn1,-18.525837775033004
CCNc1cc(SCC(N)=O)ccn1,-22.471364249174503
Cc1ccncc1CN(C)CCO,-20.421402766614605
COCCOc1ccccc1C(=O)OC,-16.05141856485845
NNCc1ncccn1,-24.161210800100445
C#CCc1ccncn1,-18.57015399318484
CC(C)=CCOc1ncccc1C#N,-18.67512687343767
CC(CN)(CO)c1ncccn1,-22.591318965568938
CCNc1cccc(CN)n1,-22.519352916386175
CCN(CCN)CC(C)c1ccccc1,-19.331891175940303
Cc1ccncc1C(C)(CN)CO,-20.421402766614605
C=CCNCCNc1ccccc1,-19.702997670274677
CCCC(C)CC(NC)c1cc(C)ccn1,-18.725601216166275
Cc1ccncc1OCCON,-20.649650527105862
CC(CO)N(C)c1ccc(C#N)cn1,-21.303328674439555
CC1NCCCC1CC(N)=O,-21.05181129916796
CCCCSc1ncc(N)cn1,-23.040949443963957
CCCC(O)(CCC)c1cnccc1C,-17.581453140283998
CSCCC=C1CC(N)C1,-19.553180025247705
CC(C)c1ncncc1N,-22.44854693807753
CCC(C)(CO)Nc1ccncc1C#N,-21.157549587053566
CN1CC(=O)N(CC(N)=O)CC1=O,-22.00360479159316
C=CCCCOc1ccnc(NCC)c1,-19.44121276472132
NN1C(=O)C2CC2C1=O,-20.83075948071682
C=CCC(C)Nc1ccncn1,-21.87291386922901
C=CCC(C)C(O)c1cc(C)ccn1,-17.613920876697293
CC(C)(C)C=C1CCC(N)C1,-18.76049218260086
CN(CCCN)c1ccncc1C#N,-23.197189512200943
CC(=O)C(C)(O)c1ccncn1,-19.962647967712865
CCCC(=O)N(C)CCOCc1ccccc1,-16.766669681455422
CON(C)c1ccc(C#N)cn1,-21.217313846782943
CSCC(C)Nc1ccncn1,-23.040949443963957
CCN(O)C(=O)c1ccc(C#N)cn1,-20.775215587198012
CC(N)c1cnc(C#N)s1,-21.98760352361746
CN1CCCc2cccc(CC=O)c21,-18.507169107592475
O=C(NCCO)c1ncccn1,-21.935718943122875
CC(CCN(C)C)Nc1ncccc1C#N,-22.684158468549384
CCCNCc1cncc(C#N)c1,-21.228104089800155
N#CCCSc1ccc(C#N)cn1,-20.335131986356117
CCC(CC)(CO)Nc1cc(C)ccn1,-19.777626252301907
CSC(C)CCNc1ccncc1C#N,-21.607180065448585
CN1CCCc2c(OCCCN)cccc21,-20.271750793130384
OC(CC1CCCCC1)c1ccncc1,-18.554380705682
CCCC(NC)C(=O)c1ccccc1,-17.613920876697293
C=CC=CCCC(=O)c1cc(C)ccn1,-16.476597476138856
OCC(CO)(CO)COc1ccccc1,-16.515318987643553
COC(=O)CNC(=O)c1cnccc1C,-19.48632168904588
COC(CNc1ccc(C#N)cn1)OC,-21.38018252680727
C=C(CS)COc1cnccc1C,-18.433592649960318
CC(C)(O)CSc1ccncn1,-21.09928100550088
N#Cc1cn(CCN)nn1,-25.500520059797225
CCNc1cccc(NC(C)C(N)=O)n1,-23.72200792045319
C=CC(CO)Nc1ncccn1,-21.936188139977073
COC(=O)c1cccc(C(OC)OC)c1,-16.05141856485845
OC1(Cc2ccsc2)CCN2CCCC21,-20.679407978914377
OC(CCOc1ccccc1)c1cccnc1,-19.431751959403794
C=CCNOCCOc1ccccc1,-17.868425550252123
CCNc1cc(SCCN(C)C)ccn1,-22.40749397581427
CC(C)(C)CC(CN)Nc1ccccc1,-19.331891175940303
CCC(Cc1cnccc1C)C(=O)O,-17.868425550252123
NC1CCC2CCC12,-20.5156736467616
CCCN(CCC(N)CC)Cc1ccccc1,-17.993453588916054
c1cc(CNCC2CCCCC2)ccn1,-20.320754608238868
CC(Cc1ncccn1)C(=O)O,-19.962647967712865
N#Cc1ccc(NC(=O)CCCN)nc1,-22.730463607280736
CCN(CC)CCCNc1cc(C)ccn1,-20.985517795786436
C=CC(NN)c1ccncn1,-23.80542133240319
CC1C2CNCC2CN1S(N)(=O)=O,-25.009094506548237
CCCCCNCc1ccc2c(c1)CCCN2C,-18.267734528593266
Cc1nc(CC(C)N)ncc1N,-24.517051537131447
CCNc1cc(NCCC(N)=O)ccn1,-23.72200792045319
C#CC(=O)NCc1ncccn1,-20.434696085986563
CC(N)CNc1ncccc1C#N,-23.264918532812427
Cc1ccncc1CC(=O)C(=O)O,-17.3921056167215
CCC(CC)C(N)COCc1ccccc1,-17.022970781211654
N#Cc1cc2scc(CCN)c2s1,-23.300034527774574
N#Cc1ccc(C=C2CCNC2)cn1,-21.41442834139254
CN1CCCc2c1cccc2C(C)(C)CO,-18.043705947311352
CC(C)Cc1ccc(C#N)cn1,-19.212840334425998
CC=CC(=O)NCC(=O)c1ccccc1,-16.699230415892558
CNCCN(C)CC(=O)NCc1ccccc1,-20.729216696030207
CCN(Cc1ccccc1)CC(C)CCN,-18.725601216166275
CN1CCC(O)(c2ccncc2)CC1,-21.071627440992096
CCNc1cccnc1C#N,-21.081604329997923
NC1CCCS(=O)(=O)CC1,-20.3348593923357
CNCCC(=O)OCc1ccccc1,-17.868425550252123
NC(Cc1ncccn1)=NO,-23.741208667946736
O=C=NCc1cncnc1,-20.627868349221547
CN1CCCc2cc(CCCCN)ccc21,-19.76227224916652
N#Cc1cccc(N2CCC23CCC3)n1,-22.67360550838853
N#Cc1ccc(N2CCC23CCC3)cn1,-22.67360550838853
CCN(C)c1ncncc1N,-24.52429562559732
Cc1ccncc1C(CCO)C(C)N,-20.162443343196358
Cc1ccncc1CNC(C)CN,-22.283391870574867
CC(C)(O)CNc1cncc(C#N)c1,-21.303328674439555
N#Cc1cncc(CSC(=N)N)c1,-23.05894898876138
CCC(C)(C)Nc1ccncn1,-22.46430122721862
Cc1cccn1CC(N)=O,-20.443135032012197
Cc1nnc(CC(N)=O)o1,-22.256378141562372
CSCCC(O)C(N)c1cnccc1C,-20.60924833945627
NC1CCCC(=CC(=O)O)C1,-18.51875550271527
Cc1ccncc1C(O)CO,-18.588208438758326
CCNCCNC(=O)OCc1ccccc1,-19.440016550314528
C=C(C)CNc1ncccc1C#N,-20.60484499800942
Cc1ccccc1CC(N)=O,-17.869803342418393
CC(C#N)CN(C)c1ncccc1C#N,-22.012058510940804
O=C(CO)c1cncnc1,-19.468817671554852
CS(=O)(=O)CCSc1ncccc1C#N,-20.51260038418624
CCCC(=O)Cc1ccncn1,-19.931245430765934
CCCCOc1ccc(C#N)cn1,-19.302371518237642
CCNc1cc(OCCCOC)ccn1,-20.15961786106125
Cc1ccncc1NC(=O)C(N)CO,-22.021733770779484
CN(C)CCCOc1ccncc1C#N,-21.157549587053566
NC1CCc2conc21,-21.747042842012714
CN(C)CCOc1ccccc1,-18.50175421264383
NCCc1cccc(S(N)(=O)=O)c1,-21.18881218931252
C=CC(CO)Nc1ccnc(NCC)c1,-21.58957827603754
O=C(CCCO)OCc1ccccc1,-15.990500579391306
NC1=CC(=O)CCC1,-18.120464165021712
N#Cc1cccnc1N=C=O,-19.165310539738556
Cc1ccc(C(O)C2CNCCN2C)cc1,-20.271750793130384
CCCNc1ncc(N)c(C)n1,-24.517051537131447
Cc1ccnc(C=NNC(N)=O)c1,-23.32819280356049
CCC(C)(CN)c1cc(C)ccn1,-20.16689809305978
C#CCCCNc1cc(C)ccn1,-19.175353779887324
CONCCCc1cnccc1C,-20.421402766614605
OCC(Cc1ccccc1)NCc1ccncc1,-20.8022607073506
Nc1csnn1,-22.074781924815944
NC1CC2(C1)CS(=O)(=O)C2,-21.100620688026368
CS(=N)(=O)Nc1ccc(C#N)cn1,-23.77735408510131
OC1(Cc2ccsc2)CCC2CCC1O2,-18.881162342556365
N#Cc1ccc(C(=O)NCCN)nc1,-22.73281989256165
CCNCc1ccncc1C#N,-21.21778304363714
Cc1ccnc(CNCCCC(C)C)c1,-19.331891175940303
CC(O)(Cc1cccnc1)c1ccccc1,-19.399447172281143
CCC(C)Nc1cncnc1,-22.519352916386175
O=CC(O)c1ccncn1,-19.468817671554852
COCCNC(CO)c1cnccc1C,-20.15961786106125
CCCNC(C)C(=O)Nc1cnccc1C,-21.222326319771966
Cc1ccncc1C(=O)C(C)N,-19.931245430765934
CSC(C)(C)CCNc1cnccc1C,-20.227256730696922
CCCOC(=O)c1cnccc1C,-17.9839621715653
Cc1ccnc(N(C)C(C)(C)CN)c1,-21.97662484645492
Cc1ccnc(C(C)(CN)C(C)O)c1,-20.162443343196358
CNC(C)CNC(=O)c1cnccc1C,-21.58957827603754
CCC(C)CN(C)c1ncccc1C#N,-20.87117317969761
SCc1ccncn1,-20.277965349957956
NCCSCc1ncccn1,-23.00038593172813
C#CC(C)(C)Oc1ccnc(NCC)c1,-19.041055809538477
N#Cc1cnccc1NC(=O)CN,-22.609318510366364
CC(=O)CC(=O)c1ncccn1,-19.21190194071761
NCCCNc1ccccc1S(N)(=O)=O,-23.043990258128446
CCCNC(CCC)c1cnccc1C,-19.331891175940303
CNS(=O)(=O)c1ncccn1,-22.871960602815225
c1cncc(C2CCCCC2)c1,-19.17236950378531
CN1CCCc2cc(CC(=O)O)ccc21,-18.53621535925849
Cc1ccncc1NC(=O)CCNC(N)=O,-23.32065475086356
NC(=S)Cc1ccncn1,-21.98760352361746
OCC(NCc1ccccc1)c1cccnc1,-21.229997595761795
CCCC(CC)NCc1cc(C)ccn1,-19.331891175940303
C=CCSc1ncccc1C#N,-18.943127322772696
CCNC1CCN(C#N)C1,-22.410965735835607
CNCCCNC(=O)c1ccccc1,-19.730414654212385
Cc1ccccc1NCCC1CNCCN1C,-21.369720536039296
COCCOCOc1cnccc1C,-18.586830646592055
COC(=O)C=C1CCCC(N)C1,-18.463703813547717
CCSCCSCc1ccc(C#N)cn1,-20.19482143988334
CCOCC(=O)c1ncccn1,-19.962647967712865
CC(C#N)Sc1ccc(C#N)cn1,-20.335131986356117
NC(=O)Nc1cccc(C2CCC2)c1,-20.607727018206994
N#CCCC(N)c1ccncn1,-23.206789885947718
C#CCOCc1ccc(C(=O)OC)cc1,-14.805369578131168
NC1CCC=CCCC1,-19.066713766927688
CC1CC2CNCC2N1S(N)(=O)=O,-25.009094506548237
CCc1ccc(C(=O)OC)cc1,-15.968698416191149
O=C(CCc1ccccn1)Nc1ccccc1,-20.861712374380083
CCOC(=O)CSc1ccncc1C#N,-19.344564809451292
CC(N)c1ncc(C#N)cn1,-23.022803571606808
CC(COCc1ccccc1)Nc1ccccn1,-20.8022607073506
CN(C)CCSc1ccc(C#N)cn1,-21.752959152834574
CCNc1cc(C(=O)O)ccn1,-19.962647967712865
CCC(N)c1cc(C)ccn1,-20.49847434027447
C=CCCN(C)c1ncccn1,-21.87291386922901
COCCCNC(C)COCc1ccccc1,-16.943724500030367
Cc1ccccc1C1CN(C)CCN1,-20.753379299835007
Cc1ccnc(NC(C)COC(C)C)c1,-19.777626252301907
C#CCCN(C)CC#Cc1ccccc1,-15.758192379798922
Cc1ccnc(NCCCN(C)C)c1,-21.97662484645492
Cc1ccncc1NC(=O)C(C)C,-19.893758876227253
CC(CO)CSc1ccncn1,-21.09928100550088
CC(=O)NCCNCc1cc(C)ccn1,-21.58957827603754
COC(=O)c1ccccc1NCC(C)N,-19.759460905878406
NCC(Cc1ccncc1)C1CCCCC1,-19.76227224916652
CCNc1ccc(CSC)cn1,-21.00413500095168
CC(O)C1CCN(Cc2ccsc2)CC1,-19.72241628041695
Cc1ccncc1CCCNCCO,-20.162443343196358
OCCCSCc1ccncn1,-21.09928100550088
NS(=O)(=O)Cc1cncnc1,-22.871960602815225
CC(C)CCOc1ccncc1C#N,-19.234642497626158
CCNC1(C#N)CCC2(CC2)CC1,-20.73571951750288
NC(=O)NCCNOCc1ccccc1,-21.8759546833935
CNC(CCSc1ccccc1)C(N)=O,-20.209091384273425
Cc1ccncc1C=NNCCO,-21.946509186140084
C#CCON=Cc1cncnc1,-20.434696085986563
Cc1ccnc(C(CN)CC(=O)O)c1,-19.95304759396609
Cc1ccncc1CC(N)CCC(=O)O,-19.759460905878406
CCNCCC(C)(C)c1cnccc1C,-19.331891175940303
OC1CCC(Cc2ccsc2)C1,-18.446544240758875
N#Cc1ccc(CNC(N)=O)nc1,-22.609318510366364
CC(C)C=C1CCCCCC1N,-18.41859488922315
CCNc1cccc(OCCCC(C)C)n1,-19.266951493931263
C#CCCC(N)c1ccncn1,-21.21778304363714
NC1CCC2(CC2)C1,-20.5156736467616
COCC(N)Cc1cnccc1C,-20.421402766614605
CCC(C)c1ncc(N)cn1,-22.519352916386175
OC1CCN(Cc2ncon2)CC1,-24.06987053686199
C#CC(C)Oc1cccc(NCC)n1,-19.234642497626158
N#Cc1ncccc1N1CCOCCN1,-24.119483994762142
NS(=O)(=O)c1cccc(C=O)c1,-18.358589742486657
CC(CSCc1ccccc1)ON,-18.993108274148806
CC(=O)NC1CCCC=C1C,-18.423609498166073
N#Cc1cc(C2OCCO2)ccn1,-20.131407084676376
CC(O)(CCN)c1ncccn1,-22.591318965568938
CC#CCNc1ncccn1,-21.081604329997923
CN(CC(C)(N)CO)c1ccccc1,-20.162443343196358
NC1CC2CNC(=O)C2C1,-21.90612528555562
Cc1ccnc(NS(N)(=O)=O)c1,-23.103754517857823
N#Cc1ncccc1-n1ccnc1,-24.89416946222413
Cc1ccnc(NCC(C)(O)CO)c1,-20.448819750552317
C#CC(C)(C)N(CCO)c1ccccc1,-16.908626165122826
Cc1ccncc1CN=C=S,-19.50988703542704
CCNCc1ccc2c(c1)CCCN2C,-20.320754608238868
CCCN(Cc1cncc(C#N)c1)OC,-21.157549587053566
